POS,ODR,POF,ideal_prob
0.211,0.268,0.789,0.0
0.209,0.264,0.791,0.0
0.199,0.249,0.801,0.0
0.043,0.045,0.957,0.0
0.045,0.047,0.955,0.0
0.043,0.045,0.957,0.0
0.047,0.05,0.953,0.0
0.238,0.312,0.762,0.0
0.238,0.313,0.762,0.0
0.231,0.301,0.769,0.0
0.015,0.015,0.985,0.0
0.239,0.315,0.761,0.0
0.014,0.014,0.986,0.0
0.011,0.011,0.989,0.0
0.014,0.014,0.986,0.0
0.352,0.542,0.648,0.0
0.648,1.845,0.352,0.0
0.54,1.172,0.46,0.0
0.01,0.01,0.99,1.0
0.411,0.698,0.589,0.0
0.004,0.004,0.996,1.0
0.015,0.015,0.985,1.0
0.012,0.012,0.988,1.0
0.002,0.002,0.998,1.0
0.006,0.006,0.994,1.0
0.166,0.198,0.834,0.0
0.154,0.183,0.846,0.0
0.155,0.184,0.845,0.0
0.087,0.096,0.913,0.0
0.096,0.106,0.904,0.0
0.094,0.104,0.906,0.0
0.098,0.108,0.902,0.0
0.15,0.176,0.85,0.0
0.199,0.248,0.801,0.0
0.198,0.247,0.802,0.0
0.05,0.052,0.95,0.0
0.206,0.259,0.794,0.0
0.195,0.242,0.805,0.0
0.053,0.056,0.947,0.0
0.055,0.058,0.945,0.0
0.056,0.059,0.944,0.0
0.34,0.515,0.66,0.0
0.612,1.58,0.388,0.0
0.01,0.01,0.99,1.0
0.003,0.003,0.997,1.0
0.003,0.003,0.997,1.0
0.017,0.017,0.983,1.0
0.01,0.01,0.99,1.0
0.011,0.011,0.989,1.0
0.108,0.121,0.892,0.0
0.109,0.123,0.891,0.0
0.141,0.164,0.859,0.0
0.146,0.17,0.854,0.0
0.111,0.125,0.889,0.0
0.108,0.121,0.892,0.0
0.141,0.164,0.859,0.0
0.143,0.167,0.857,0.0
0.232,0.303,0.768,0.0
0.225,0.29,0.775,0.0
0.229,0.296,0.771,0.0
0.231,0.3,0.769,0.0
0.018,0.018,0.982,0.0
0.016,0.016,0.984,0.0
0.019,0.019,0.981,0.0
0.02,0.02,0.98,0.0
0.147,0.173,0.853,0.0
0.101,0.112,0.899,0.0
0.144,0.168,0.856,0.0
0.145,0.17,0.855,0.0
0.144,0.168,0.856,0.0
0.104,0.115,0.896,0.0
0.104,0.116,0.896,0.0
0.105,0.117,0.895,0.0
0.437,0.775,0.563,0.0
0.563,1.291,0.437,0.0
0.633,1.727,0.367,0.0
0.367,0.579,0.633,0.0
0.816,4.432,0.184,0.0
0.184,0.226,0.816,0.0
0.69,2.225,0.31,0.0
0.254,0.34,0.746,0.0
0.014,0.014,0.986,1.0
0.021,0.021,0.979,1.0
0.006,0.006,0.994,1.0
0.01,0.01,0.99,1.0
0.003,0.003,0.997,1.0
0.002,0.002,0.998,1.0
0.211,0.268,0.789,0.0
0.207,0.261,0.793,0.0
0.205,0.257,0.795,0.0
0.21,0.267,0.79,0.0
0.044,0.047,0.956,0.0
0.043,0.045,0.957,0.0
0.042,0.044,0.958,0.0
0.04,0.041,0.96,0.0
0.24,0.316,0.76,0.0
0.012,0.012,0.988,0.0
0.239,0.314,0.761,0.0
0.239,0.315,0.761,0.0
0.016,0.016,0.984,0.0
0.234,0.306,0.766,0.0
0.012,0.012,0.988,0.0
0.012,0.012,0.988,0.0
0.099,0.109,0.901,0.0
0.153,0.181,0.847,0.0
0.098,0.109,0.902,0.0
0.095,0.105,0.905,0.0
0.161,0.191,0.839,0.0
0.157,0.187,0.843,0.0
0.154,0.182,0.846,0.0
0.093,0.103,0.907,0.0
0.198,0.247,0.802,0.0
0.194,0.24,0.806,0.0
0.059,0.062,0.941,0.0
0.196,0.243,0.804,0.0
0.196,0.243,0.804,0.0
0.052,0.055,0.948,0.0
0.054,0.057,0.946,0.0
0.058,0.061,0.942,0.0
0.581,1.387,0.419,0.0
0.419,0.721,0.581,0.0
0.245,0.325,0.755,0.0
0.247,0.327,0.753,0.0
0.235,0.307,0.765,0.0
0.244,0.322,0.756,0.0
0.008,0.008,0.992,1.0
0.007,0.007,0.993,0.0
0.006,0.006,0.994,1.0
0.008,0.008,0.992,1.0
0.221,0.284,0.779,0.0
0.215,0.274,0.785,0.0
0.209,0.265,0.791,0.0
0.203,0.255,0.797,0.0
0.034,0.035,0.966,0.0
0.039,0.041,0.961,0.0
0.035,0.036,0.965,0.0
0.034,0.035,0.966,0.0
0.09,0.099,0.91,0.0
0.157,0.187,0.843,0.0
0.166,0.198,0.834,0.0
0.084,0.092,0.916,0.0
0.168,0.203,0.832,0.0
0.166,0.199,0.834,0.0
0.089,0.098,0.911,0.0
0.079,0.086,0.921,0.0
0.323,0.478,0.677,0.0
0.627,1.681,0.373,0.0
0.011,0.011,0.989,1.0
0.003,0.003,0.997,1.0
0.007,0.007,0.993,1.0
0.017,0.017,0.983,1.0
0.002,0.002,0.998,1.0
0.012,0.012,0.988,1.0
0.108,0.121,0.892,0.0
0.146,0.172,0.854,0.0
0.102,0.114,0.898,0.0
0.146,0.171,0.854,0.0
0.143,0.167,0.857,0.0
0.104,0.116,0.896,0.0
0.148,0.174,0.852,0.0
0.101,0.112,0.899,0.0
0.9,8.992,0.1,0.0
0.1,0.111,0.9,0.0
0.622,1.646,0.378,0.0
0.322,0.474,0.678,0.0
0.002,0.002,0.998,1.0
0.013,0.013,0.987,1.0
0.016,0.016,0.984,1.0
0.002,0.002,0.998,1.0
0.006,0.006,0.994,1.0
0.013,0.013,0.987,1.0
0.13,0.149,0.87,0.0
0.125,0.143,0.875,0.0
0.121,0.138,0.879,0.0
0.13,0.15,0.87,0.0
0.12,0.137,0.88,0.0
0.129,0.149,0.871,0.0
0.127,0.145,0.873,0.0
0.118,0.133,0.882,0.0
0.234,0.305,0.766,0.0
0.766,3.276,0.234,0.0
0.86,6.161,0.14,0.0
0.14,0.162,0.86,0.0
0.654,1.889,0.346,0.0
0.29,0.409,0.71,0.0
0.013,0.013,0.987,1.0
0.01,0.01,0.99,1.0
0.006,0.006,0.994,1.0
0.002,0.002,0.998,1.0
0.019,0.019,0.981,1.0
0.003,0.003,0.997,1.0
0.129,0.149,0.871,0.0
0.146,0.17,0.854,0.0
0.132,0.153,0.868,0.0
0.116,0.131,0.884,0.0
0.11,0.124,0.89,0.0
0.115,0.13,0.885,0.0
0.135,0.156,0.865,0.0
0.122,0.138,0.878,0.0
0.172,0.208,0.828,0.0
0.173,0.21,0.827,0.0
0.167,0.2,0.833,0.0
0.081,0.088,0.919,0.0
0.077,0.084,0.923,0.0
0.173,0.209,0.827,0.0
0.078,0.085,0.922,0.0
0.08,0.086,0.92,0.0
0.63,1.705,0.37,0.0
0.37,0.586,0.63,0.0
0.605,1.535,0.395,0.0
0.339,0.513,0.661,0.0
0.013,0.013,0.987,1.0
0.019,0.019,0.981,1.0
0.005,0.005,0.995,1.0
0.003,0.003,0.997,1.0
0.009,0.009,0.991,1.0
0.003,0.003,0.997,1.0
0.143,0.166,0.857,0.0
0.145,0.169,0.855,0.0
0.104,0.116,0.896,0.0
0.103,0.114,0.897,0.0
0.103,0.114,0.897,0.0
0.147,0.173,0.853,0.0
0.104,0.116,0.896,0.0
0.152,0.179,0.848,0.0
0.138,0.16,0.862,0.0
0.14,0.162,0.86,0.0
0.111,0.125,0.889,0.0
0.105,0.118,0.895,0.0
0.141,0.164,0.859,0.0
0.137,0.158,0.863,0.0
0.114,0.128,0.886,0.0
0.113,0.128,0.887,0.0
0.153,0.18,0.847,0.0
0.098,0.109,0.902,0.0
0.154,0.182,0.846,0.0
0.096,0.106,0.904,0.0
0.096,0.106,0.904,0.0
0.153,0.18,0.847,0.0
0.094,0.103,0.906,0.0
0.165,0.198,0.835,0.0
0.194,0.24,0.806,0.0
0.749,2.984,0.251,0.0
0.01,0.01,0.99,1.0
0.02,0.02,0.98,1.0
0.004,0.004,0.996,1.0
0.016,0.016,0.984,1.0
0.007,0.007,0.993,1.0
0.001,0.001,0.999,1.0
0.693,2.256,0.307,0.0
0.307,0.443,0.693,0.0
0.206,0.259,0.794,0.0
0.196,0.244,0.804,0.0
0.052,0.055,0.948,0.0
0.196,0.243,0.804,0.0
0.19,0.235,0.81,0.0
0.051,0.054,0.949,0.0
0.049,0.051,0.951,0.0
0.049,0.051,0.951,0.0
0.076,0.082,0.924,0.0
0.077,0.083,0.923,0.0
0.17,0.205,0.83,0.0
0.175,0.213,0.825,0.0
0.169,0.204,0.831,0.0
0.081,0.088,0.919,0.0
0.172,0.208,0.828,0.0
0.074,0.08,0.926,0.0
0.788,3.719,0.212,0.0
0.163,0.194,0.837,0.0
0.013,0.013,0.987,1.0
0.017,0.017,0.983,1.0
0.005,0.005,0.995,1.0
0.004,0.004,0.996,1.0
0.008,0.008,0.992,1.0
0.002,0.002,0.998,1.0
0.216,0.275,0.784,0.0
0.217,0.278,0.783,0.0
0.034,0.035,0.966,0.0
0.036,0.037,0.964,0.0
0.218,0.279,0.782,0.0
0.211,0.268,0.789,0.0
0.04,0.041,0.96,0.0
0.034,0.035,0.966,0.0
0.046,0.048,0.954,0.0
0.046,0.048,0.954,0.0
0.215,0.274,0.785,0.0
0.04,0.042,0.96,0.0
0.046,0.049,0.954,0.0
0.21,0.267,0.79,0.0
0.203,0.255,0.797,0.0
0.2,0.25,0.8,0.0
0.109,0.122,0.891,0.0
0.146,0.172,0.854,0.0
0.108,0.122,0.892,0.0
0.145,0.17,0.855,0.0
0.105,0.117,0.895,0.0
0.144,0.168,0.856,0.0
0.107,0.12,0.893,0.0
0.142,0.166,0.858,0.0
0.161,0.192,0.839,0.0
0.165,0.197,0.835,0.0
0.083,0.09,0.917,0.0
0.167,0.2,0.833,0.0
0.087,0.095,0.913,0.0
0.161,0.191,0.839,0.0
0.078,0.085,0.922,0.0
0.083,0.091,0.917,0.0
0.1,0.111,0.9,0.0
0.152,0.18,0.848,0.0
0.155,0.183,0.845,0.0
0.098,0.108,0.902,0.0
0.098,0.109,0.902,0.0
0.145,0.17,0.855,0.0
0.147,0.173,0.853,0.0
0.102,0.113,0.898,0.0
0.142,0.165,0.858,0.0
0.858,6.062,0.142,0.0
0.189,0.234,0.811,0.0
0.179,0.218,0.821,0.0
0.188,0.232,0.812,0.0
0.193,0.24,0.807,0.0
0.062,0.067,0.938,0.0
0.059,0.063,0.941,0.0
0.059,0.062,0.941,0.0
0.058,0.061,0.942,0.0
0.412,0.701,0.588,0.0
0.015,0.015,0.985,1.0
0.532,1.136,0.468,0.0
0.013,0.013,0.987,1.0
0.003,0.003,0.997,1.0
0.012,0.012,0.988,1.0
0.008,0.008,0.992,1.0
0.002,0.002,0.998,1.0
0.222,0.285,0.778,0.0
0.218,0.279,0.782,0.0
0.222,0.286,0.778,0.0
0.224,0.288,0.776,0.0
0.031,0.032,0.969,0.0
0.029,0.03,0.971,0.0
0.03,0.031,0.97,0.0
0.028,0.029,0.972,0.0
0.976,40.813,0.024,0.0
0.024,0.025,0.976,0.0
0.152,0.18,0.848,0.0
0.159,0.189,0.841,0.0
0.149,0.175,0.851,0.0
0.095,0.105,0.905,0.0
0.092,0.101,0.908,0.0
0.1,0.111,0.9,0.0
0.161,0.192,0.839,0.0
0.095,0.105,0.905,0.0
0.216,0.275,0.784,0.0
0.23,0.299,0.77,0.0
0.028,0.029,0.972,0.0
0.226,0.292,0.774,0.0
0.216,0.275,0.784,0.0
0.027,0.028,0.973,0.0
0.03,0.031,0.97,0.0
0.029,0.03,0.971,0.0
0.658,1.927,0.342,0.0
0.29,0.409,0.71,0.0
0.011,0.011,0.989,1.0
0.011,0.011,0.989,1.0
0.014,0.014,0.986,1.0
0.002,0.002,0.998,1.0
0.008,0.008,0.992,1.0
0.002,0.002,0.998,1.0
0.626,1.674,0.374,0.0
0.374,0.598,0.626,0.0
0.2,0.25,0.8,0.0
0.209,0.264,0.791,0.0
0.044,0.047,0.956,0.0
0.046,0.049,0.954,0.0
0.201,0.251,0.799,0.0
0.201,0.251,0.799,0.0
0.046,0.048,0.954,0.0
0.047,0.049,0.953,0.0
0.009,0.009,0.991,1.0
0.167,0.2,0.833,0.0
0.779,3.531,0.221,0.0
0.015,0.015,0.985,1.0
0.003,0.003,0.997,1.0
0.02,0.02,0.98,1.0
0.005,0.005,0.995,1.0
0.001,0.001,0.999,1.0
0.188,0.232,0.812,0.0
0.066,0.071,0.934,0.0
0.19,0.234,0.81,0.0
0.184,0.225,0.816,0.0
0.188,0.231,0.812,0.0
0.059,0.062,0.941,0.0
0.066,0.071,0.934,0.0
0.056,0.059,0.944,0.0
0.362,0.567,0.638,0.0
0.638,1.765,0.362,0.0
0.198,0.247,0.802,0.0
0.191,0.237,0.809,0.0
0.06,0.063,0.94,0.0
0.198,0.247,0.802,0.0
0.191,0.237,0.809,0.0
0.053,0.056,0.947,0.0
0.057,0.061,0.943,0.0
0.06,0.063,0.94,0.0
0.14,0.162,0.86,0.0
0.146,0.17,0.854,0.0
0.103,0.114,0.897,0.0
0.145,0.17,0.855,0.0
0.149,0.176,0.851,0.0
0.11,0.124,0.89,0.0
0.102,0.114,0.898,0.0
0.108,0.121,0.892,0.0
0.2,0.25,0.8,0.0
0.207,0.26,0.793,0.0
0.046,0.049,0.954,0.0
0.047,0.05,0.953,0.0
0.203,0.254,0.797,0.0
0.201,0.251,0.799,0.0
0.048,0.05,0.952,0.0
0.045,0.048,0.955,0.0
0.847,5.543,0.153,0.0
0.153,0.18,0.847,0.0
0.717,2.532,0.283,0.0
0.017,0.017,0.983,1.0
0.228,0.295,0.772,0.0
0.014,0.014,0.986,1.0
0.009,0.009,0.991,1.0
0.002,0.002,0.998,1.0
0.006,0.006,0.994,1.0
0.003,0.003,0.997,1.0
0.656,1.909,0.344,0.0
0.291,0.409,0.709,0.0
0.007,0.007,0.993,1.0
0.011,0.011,0.989,1.0
0.012,0.012,0.988,1.0
0.016,0.016,0.984,1.0
0.004,0.004,0.996,1.0
0.003,0.003,0.997,1.0
0.229,0.296,0.771,0.0
0.225,0.29,0.775,0.0
0.224,0.289,0.776,0.0
0.223,0.286,0.777,0.0
0.027,0.028,0.973,0.0
0.024,0.025,0.976,0.0
0.023,0.024,0.977,0.0
0.028,0.029,0.972,0.0
0.598,1.485,0.402,0.0
0.354,0.548,0.646,0.0
0.017,0.017,0.983,1.0
0.007,0.007,0.993,1.0
0.01,0.01,0.99,1.0
0.003,0.003,0.997,1.0
0.009,0.009,0.991,1.0
0.002,0.002,0.998,1.0
0.683,2.151,0.317,0.0
0.317,0.465,0.683,0.0
0.243,0.32,0.757,0.0
0.237,0.31,0.763,0.0
0.243,0.32,0.757,0.0
0.252,0.337,0.748,0.0
0.008,0.008,0.992,0.0
0.007,0.007,0.993,0.0
0.008,0.008,0.992,0.0
0.008,0.008,0.992,0.0
0.715,2.507,0.285,0.0
0.285,0.399,0.715,0.0
0.239,0.314,0.761,0.0
0.01,0.01,0.99,0.0
0.23,0.299,0.77,0.0
0.235,0.308,0.765,0.0
0.249,0.331,0.751,0.0
0.011,0.011,0.989,0.0
0.011,0.011,0.989,0.0
0.01,0.01,0.99,0.0
0.097,0.108,0.903,0.0
0.148,0.174,0.852,0.0
0.166,0.199,0.834,0.0
0.141,0.164,0.859,0.0
0.095,0.105,0.905,0.0
0.097,0.108,0.903,0.0
0.144,0.168,0.856,0.0
0.1,0.111,0.9,0.0
0.639,1.774,0.361,0.0
0.361,0.565,0.639,0.0
0.695,2.277,0.305,0.0
0.305,0.439,0.695,0.0
0.425,0.739,0.575,0.0
0.52,1.081,0.48,0.0
0.011,0.011,0.989,1.0
0.015,0.015,0.985,1.0
0.01,0.01,0.99,1.0
0.003,0.003,0.997,1.0
0.015,0.015,0.985,1.0
0.004,0.004,0.996,1.0
0.105,0.117,0.895,0.0
0.114,0.129,0.886,0.0
0.14,0.162,0.86,0.0
0.112,0.127,0.888,0.0
0.135,0.156,0.865,0.0
0.107,0.12,0.893,0.0
0.143,0.167,0.857,0.0
0.143,0.167,0.857,0.0
0.173,0.209,0.827,0.0
0.163,0.195,0.837,0.0
0.164,0.196,0.836,0.0
0.086,0.094,0.914,0.0
0.167,0.2,0.833,0.0
0.083,0.091,0.917,0.0
0.087,0.096,0.913,0.0
0.083,0.09,0.917,0.0
0.776,3.462,0.224,0.0
0.172,0.208,0.828,0.0
0.023,0.023,0.977,1.0
0.001,0.001,0.999,1.0
0.005,0.005,0.995,1.0
0.009,0.009,0.991,1.0
0.009,0.009,0.991,1.0
0.004,0.004,0.996,1.0
0.147,0.173,0.853,0.0
0.111,0.125,0.889,0.0
0.149,0.176,0.851,0.0
0.14,0.162,0.86,0.0
0.099,0.11,0.901,0.0
0.149,0.176,0.851,0.0
0.107,0.12,0.893,0.0
0.096,0.106,0.904,0.0
0.135,0.156,0.865,0.0
0.865,6.394,0.135,0.0
0.56,1.271,0.44,0.0
0.44,0.787,0.56,0.0
0.224,0.289,0.776,0.0
0.024,0.025,0.976,0.0
0.221,0.284,0.779,0.0
0.216,0.276,0.784,0.0
0.028,0.029,0.972,0.0
0.236,0.31,0.764,0.0
0.022,0.023,0.978,0.0
0.025,0.026,0.975,0.0
0.132,0.152,0.868,0.0
0.131,0.151,0.869,0.0
0.131,0.151,0.869,0.0
0.117,0.132,0.883,0.0
0.134,0.155,0.866,0.0
0.118,0.133,0.882,0.0
0.121,0.138,0.879,0.0
0.113,0.128,0.887,0.0
0.185,0.226,0.815,0.0
0.196,0.243,0.804,0.0
0.06,0.063,0.94,0.0
0.058,0.061,0.942,0.0
0.194,0.24,0.806,0.0
0.198,0.247,0.802,0.0
0.057,0.061,0.943,0.0
0.057,0.06,0.943,0.0
0.583,1.395,0.417,0.0
0.417,0.717,0.583,0.0
0.148,0.174,0.852,0.0
0.105,0.118,0.895,0.0
0.101,0.112,0.899,0.0
0.149,0.176,0.851,0.0
0.149,0.175,0.851,0.0
0.144,0.168,0.856,0.0
0.102,0.114,0.898,0.0
0.106,0.119,0.894,0.0
0.546,1.202,0.454,0.0
0.454,0.832,0.546,0.0
0.493,0.973,0.507,0.0
0.507,1.028,0.493,0.0
0.679,2.112,0.321,0.0
0.321,0.473,0.679,0.0
0.347,0.532,0.653,0.0
0.601,1.507,0.399,0.0
0.016,0.016,0.984,1.0
0.003,0.003,0.997,1.0
0.006,0.006,0.994,1.0
0.01,0.01,0.99,1.0
0.012,0.012,0.988,1.0
0.003,0.003,0.997,1.0
0.411,0.698,0.589,0.0
0.531,1.131,0.469,0.0
0.004,0.004,0.996,1.0
0.012,0.012,0.988,1.0
0.015,0.015,0.985,1.0
0.008,0.008,0.992,1.0
0.012,0.012,0.988,1.0
0.003,0.003,0.997,1.0
0.165,0.198,0.835,0.0
0.087,0.095,0.913,0.0
0.156,0.185,0.844,0.0
0.15,0.176,0.85,0.0
0.16,0.19,0.84,0.0
0.091,0.1,0.909,0.0
0.094,0.104,0.906,0.0
0.093,0.102,0.907,0.0
0.01,0.01,0.99,0.0
0.241,0.317,0.759,0.0
0.231,0.301,0.769,0.0
0.242,0.32,0.758,0.0
0.231,0.301,0.769,0.0
0.013,0.013,0.987,0.0
0.014,0.014,0.986,0.0
0.012,0.012,0.988,0.0
0.227,0.294,0.773,0.0
0.227,0.293,0.773,0.0
0.223,0.287,0.777,0.0
0.215,0.274,0.785,0.0
0.03,0.031,0.97,0.0
0.031,0.032,0.969,0.0
0.026,0.027,0.974,0.0
0.032,0.033,0.968,0.0
0.195,0.242,0.805,0.0
0.2,0.25,0.8,0.0
0.197,0.246,0.803,0.0
0.195,0.243,0.805,0.0
0.054,0.057,0.946,0.0
0.056,0.059,0.944,0.0
0.049,0.052,0.951,0.0
0.052,0.055,0.948,0.0
0.241,0.317,0.759,0.0
0.707,2.413,0.293,0.0
0.016,0.016,0.984,1.0
0.003,0.003,0.997,1.0
0.011,0.011,0.989,1.0
0.008,0.008,0.992,1.0
0.002,0.002,0.998,1.0
0.008,0.008,0.992,1.0
0.701,2.346,0.299,0.0
0.299,0.426,0.701,0.0
0.779,3.531,0.221,0.0
0.221,0.283,0.779,0.0
0.136,0.158,0.864,0.0
0.107,0.12,0.893,0.0
0.135,0.156,0.865,0.0
0.141,0.164,0.859,0.0
0.15,0.176,0.85,0.0
0.111,0.125,0.889,0.0
0.111,0.125,0.889,0.0
0.1,0.111,0.9,0.0
0.034,0.035,0.966,0.0
0.966,28.257,0.034,0.0
0.695,2.283,0.305,0.0
0.305,0.438,0.695,0.0
0.225,0.29,0.775,0.0
0.228,0.295,0.772,0.0
0.235,0.307,0.765,0.0
0.224,0.289,0.776,0.0
0.021,0.022,0.979,0.0
0.019,0.019,0.981,0.0
0.022,0.022,0.978,0.0
0.02,0.02,0.98,0.0
0.195,0.243,0.805,0.0
0.184,0.225,0.816,0.0
0.062,0.066,0.938,0.0
0.184,0.226,0.816,0.0
0.061,0.064,0.939,0.0
0.187,0.23,0.813,0.0
0.062,0.066,0.938,0.0
0.063,0.067,0.937,0.0
0.798,3.947,0.202,0.0
0.202,0.253,0.798,0.0
0.772,3.386,0.228,0.0
0.02,0.02,0.98,1.0
0.167,0.201,0.833,0.0
0.014,0.014,0.986,1.0
0.011,0.011,0.989,1.0
0.005,0.005,0.995,1.0
0.005,0.005,0.995,1.0
0.002,0.002,0.998,1.0
0.229,0.298,0.771,0.0
0.014,0.014,0.986,0.0
0.231,0.301,0.769,0.0
0.232,0.303,0.768,0.0
0.235,0.307,0.765,0.0
0.016,0.016,0.984,0.0
0.015,0.015,0.985,0.0
0.016,0.016,0.984,0.0
0.213,0.271,0.787,0.0
0.218,0.278,0.782,0.0
0.213,0.27,0.787,0.0
0.036,0.037,0.964,0.0
0.032,0.033,0.968,0.0
0.214,0.273,0.786,0.0
0.033,0.034,0.967,0.0
0.035,0.036,0.965,0.0
0.189,0.234,0.811,0.0
0.186,0.228,0.814,0.0
0.188,0.232,0.812,0.0
0.064,0.068,0.936,0.0
0.18,0.219,0.82,0.0
0.063,0.068,0.937,0.0
0.064,0.069,0.936,0.0
0.063,0.068,0.937,0.0
0.12,0.136,0.88,0.0
0.88,7.36,0.12,0.0
0.813,4.362,0.187,0.0
0.125,0.142,0.875,0.0
0.008,0.008,0.992,1.0
0.017,0.017,0.983,1.0
0.018,0.018,0.982,1.0
0.005,0.005,0.995,1.0
0.005,0.005,0.995,1.0
0.002,0.002,0.998,1.0
0.861,6.188,0.139,0.0
0.089,0.098,0.911,0.0
0.002,0.002,0.998,1.0
0.016,0.016,0.984,1.0
0.008,0.008,0.992,1.0
0.02,0.02,0.98,1.0
0.005,0.005,0.995,1.0
0.003,0.003,0.997,1.0
0.524,1.101,0.476,0.0
0.476,0.909,0.524,0.0
0.009,0.009,0.991,1.0
0.376,0.603,0.624,0.0
0.572,1.338,0.428,0.0
0.015,0.015,0.985,1.0
0.016,0.016,0.984,1.0
0.007,0.007,0.993,1.0
0.005,0.005,0.995,1.0
0.001,0.001,0.999,1.0
0.213,0.271,0.787,0.0
0.787,3.687,0.213,0.0
0.18,0.219,0.82,0.0
0.17,0.205,0.83,0.0
0.165,0.197,0.835,0.0
0.171,0.207,0.829,0.0
0.079,0.086,0.921,0.0
0.078,0.085,0.922,0.0
0.082,0.089,0.918,0.0
0.072,0.078,0.928,0.0
0.707,2.408,0.293,0.0
0.237,0.31,0.763,0.0
0.01,0.01,0.99,1.0
0.008,0.008,0.992,1.0
0.01,0.01,0.99,1.0
0.021,0.022,0.979,1.0
0.004,0.004,0.996,1.0
0.001,0.001,0.999,1.0
0.538,1.165,0.462,0.0
0.411,0.697,0.589,0.0
0.01,0.01,0.99,1.0
0.014,0.014,0.986,1.0
0.003,0.003,0.997,1.0
0.009,0.009,0.991,1.0
0.004,0.004,0.996,1.0
0.013,0.013,0.987,1.0
0.657,1.913,0.343,0.0
0.288,0.405,0.712,0.0
0.007,0.007,0.993,1.0
0.009,0.009,0.991,1.0
0.017,0.017,0.983,1.0
0.003,0.003,0.997,1.0
0.015,0.015,0.985,1.0
0.003,0.003,0.997,1.0
0.122,0.139,0.878,0.0
0.124,0.142,0.876,0.0
0.127,0.145,0.873,0.0
0.128,0.147,0.872,0.0
0.128,0.147,0.872,0.0
0.129,0.149,0.871,0.0
0.128,0.147,0.872,0.0
0.12,0.137,0.88,0.0
0.651,1.869,0.349,0.0
0.349,0.535,0.651,0.0
0.167,0.201,0.833,0.0
0.082,0.089,0.918,0.0
0.167,0.201,0.833,0.0
0.174,0.21,0.826,0.0
0.08,0.087,0.92,0.0
0.171,0.207,0.829,0.0
0.08,0.086,0.92,0.0
0.075,0.081,0.925,0.0
0.454,0.83,0.546,0.0
0.489,0.956,0.511,0.0
0.013,0.013,0.987,1.0
0.012,0.012,0.988,1.0
0.009,0.009,0.991,1.0
0.011,0.011,0.989,1.0
0.004,0.004,0.996,1.0
0.002,0.002,0.998,1.0
0.088,0.097,0.912,0.0
0.08,0.087,0.92,0.0
0.165,0.198,0.835,0.0
0.166,0.199,0.834,0.0
0.173,0.209,0.827,0.0
0.081,0.088,0.919,0.0
0.164,0.196,0.836,0.0
0.086,0.095,0.914,0.0
0.221,0.283,0.779,0.0
0.224,0.288,0.776,0.0
0.225,0.29,0.775,0.0
0.027,0.028,0.973,0.0
0.225,0.29,0.775,0.0
0.024,0.025,0.976,0.0
0.025,0.026,0.975,0.0
0.024,0.025,0.976,0.0
0.166,0.198,0.834,0.0
0.091,0.1,0.909,0.0
0.085,0.093,0.915,0.0
0.09,0.099,0.91,0.0
0.158,0.187,0.842,0.0
0.16,0.191,0.84,0.0
0.166,0.198,0.834,0.0
0.085,0.093,0.915,0.0
0.818,4.491,0.182,0.0
0.182,0.223,0.818,0.0
0.362,0.567,0.638,0.0
0.638,1.764,0.362,0.0
0.068,0.073,0.932,0.0
0.176,0.214,0.824,0.0
0.192,0.237,0.808,0.0
0.188,0.231,0.812,0.0
0.184,0.226,0.816,0.0
0.07,0.076,0.93,0.0
0.068,0.073,0.932,0.0
0.06,0.063,0.94,0.0
0.259,0.35,0.741,0.0
0.688,2.21,0.312,0.0
0.02,0.02,0.98,1.0
0.01,0.01,0.99,1.0
0.008,0.008,0.992,1.0
0.009,0.009,0.991,1.0
0.004,0.004,0.996,1.0
0.001,0.001,0.999,1.0
0.136,0.158,0.864,0.0
0.108,0.121,0.892,0.0
0.143,0.167,0.857,0.0
0.104,0.116,0.896,0.0
0.144,0.168,0.856,0.0
0.108,0.121,0.892,0.0
0.151,0.178,0.849,0.0
0.102,0.114,0.898,0.0
0.675,2.075,0.325,0.0
0.325,0.482,0.675,0.0
0.192,0.238,0.808,0.0
0.189,0.234,0.811,0.0
0.188,0.231,0.812,0.0
0.061,0.065,0.939,0.0
0.191,0.236,0.809,0.0
0.057,0.061,0.943,0.0
0.059,0.063,0.941,0.0
0.059,0.063,0.941,0.0
0.766,3.267,0.234,0.0
0.234,0.306,0.766,0.0
0.106,0.119,0.894,0.0
0.151,0.178,0.849,0.0
0.15,0.177,0.85,0.0
0.142,0.165,0.858,0.0
0.148,0.174,0.852,0.0
0.097,0.107,0.903,0.0
0.101,0.112,0.899,0.0
0.1,0.111,0.9,0.0
0.228,0.295,0.772,0.0
0.226,0.292,0.774,0.0
0.231,0.3,0.769,0.0
0.024,0.025,0.976,0.0
0.228,0.295,0.772,0.0
0.026,0.027,0.974,0.0
0.023,0.023,0.977,0.0
0.023,0.023,0.977,0.0
0.184,0.225,0.816,0.0
0.191,0.236,0.809,0.0
0.187,0.23,0.813,0.0
0.064,0.069,0.936,0.0
0.181,0.221,0.819,0.0
0.06,0.063,0.94,0.0
0.059,0.063,0.941,0.0
0.066,0.071,0.934,0.0
0.229,0.296,0.771,0.0
0.231,0.3,0.769,0.0
0.234,0.305,0.766,0.0
0.017,0.017,0.983,0.0
0.234,0.306,0.766,0.0
0.015,0.015,0.985,0.0
